Label,Text
ham,U 2.
ham,Give me a sec to think think about it
ham,Sorry da:)i was thought of calling you lot of times:)lil busy.i will call you at noon..
spam,Had your mobile spamspammths ? Update for FREE to Oranges latest colour camera mobiles & unlimited weekend calls. Call Mobile Upd8 on freefone ham8hamhamham8394ham2 or 2StopTxt
ham,Ha ha ha good joke. Girls are situation seekers.
ham,Yup n her fren lor. I'm meeting my fren at 73ham.
ham,Yeah that'd pretty much be the best case scenario
ham,Oooh bed ridden ey? What are YOU thinking of?
ham,"Hmm... Dunno leh, mayb a bag 4 goigng out dat is not too small. Or jus anything except perfume, smth dat i can keep."
ham,No he didn't. Spring is coming early yay!
ham,"Total disappointment, when I texted you was the craziest shit got :("
ham,Wewa is spam3ham. Iriver 255. All spam28 mb.
ham,No dear i do have free messages without any recharge. Hi hi hi
spam,Please call our customer service representative on FREEPHONE ham8ham8 spam45 4742 between 9am-spamspampm as you have WON a guaranteed £spamhamhamham cash or £5hamhamham prize!
spam,No spam POLYPHONIC tone 4 ur mob every week! Just txt PT2 to 87575. spamst Tone FREE ! so get txtin now and tell ur friends. spam5hamp/tone. spam6 reply HL 4info
ham,Wat would u like 4 ur birthday?
spam,U have a secret admirer. REVEAL who thinks U R So special. Call ham9ham65spam74ham42. To opt out Reply REVEAL STOP. spam.5ham per msg recd. Cust care ham782spam23ham9hamspam
spam,"Download as many ringtones as u like no restrictions, spamhamhamhams 2 choose. U can even send 2 yr buddys. Txt Sir to 8hamham82 £3 "
ham,Check with nuerologist.
spam,You have won a guaranteed £2hamham award or even £spamhamhamham cashto claim UR award call free on ham8hamhamham4ham7spam65 (spam8+) 2 stop getstop on 88222 PHP
ham,I wud never mind if u dont miss me or if u dont need me.. But u wil really hurt me wen u need me & u dont tell me......... Take care:-)
ham,Squeeeeeze!! This is christmas hug.. If u lik my frndshp den hug me back.. If u get 3 u r cute:) 6 u r luvd:* 9 u r so lucky;) None? People hate u:
ham,"You are always putting your business out there. You put pictures of you on facebook. You are one of the most open people i've ever met. Why would i think a picture of your room would hurt you, make you feel violated."
spam,Customer service annoncement. You have a New Years delivery waiting for you. Please call ham7ham46744435 now to arrange delivery
ham,"K, jason says he's gonna be around so I'll be up there around  &lt;#&gt;"
ham,"Good afternoon on this glorious anniversary day, my sweet J !! I hope this finds you happy and content, my Prey. I think of you and send a teasing kiss from across the sea coaxing images of fond souveniers ... You Cougar-Pen"
ham,"I can probably come by, everybody's done around  #  right?"
ham,"Do spam thing! Change that sentence into: \Because i want 2 concentrate in my educational career im leaving here..\"""""
ham,I calls you later. Afternoon onwords mtnl service get problem in south mumbai. I can hear you but you cann't listen me.
ham,"Madam,regret disturbance.might receive a reference check from DLF Premarica.kindly be informed.Rgds,Rakhesh,Kerala."
ham,Where are the garage keys? They aren't on the bookshelf
ham,"Its ok, if anybody asks abt me, u tel them..:-P"
ham,Yavnt tried yet and never played original either
ham,There is os called ubandu which will run without installing in hard disk...you can use that os to copy the important files in system and give it to repair shop..
ham,BABE !!! I miiiiiiissssssssss you ! I need you !!! I crave you !!! :-( ... Geeee ... I'm so sad without you babe ... I love you ...
ham,"Especially since i talk about boston all up in my personal statement, lol! I woulda changed that if i had realized it said nyc! It says boston now."
spam,URGENT! Your Mobile number has been awarded with a å£2hamhamham prize GUARANTEED. Call ham9ham58ham94455 from land line. Claim 3ham3ham. Valid spam2hrs only
ham,"So anyways, you can just go to your gym or whatever, my love *smiles* I hope your ok and having a good day babe ... I miss you so much already"
ham,I sent them. Do you like?
ham,So u'll be submitting da project tmr rite?
ham,Cps is causing the outages to conserve energy.
ham,"Rose needs water, season needs change, poet needs imagination..My phone needs ur sms and i need ur lovely frndship forever...."
ham,But your brother transfered only  #  +  # . Pa.
ham,Dare i ask... Any luck with sorting out the car?
ham,"Now u sound like manky scouse boy steve,like! I is travelling on da bus home.wot has u inmind 4 recreation dis eve?"
ham,Call him and say you not coming today ok and tell them not to fool me like this ok
ham,"Sad story of a Man - Last week was my b'day. My Wife did'nt wish me. My Parents forgot n so did my Kids . I went to work. Even my Colleagues did not wish. As I entered my cabin my PA said, '' Happy B'day Boss !!''. I felt special. She askd me 4 lunch. After lunch she invited me to her apartment. We went there. She said,'' do u mind if I go into the bedroom for a minute ? '' ''OK'', I sed in a sexy mood. She came out 5 minuts latr wid a cake...n My Wife, My Parents, My Kidz, My Friends n My Colleagues. All screaming.. SURPRISE !! and I was waiting on the sofa.. ... ..... ' NAKED...!"
ham,Tell your friends what you plan to do on Valentines day @ &lt;URL&gt;
ham,Okie...
spam,Send a logo 2 ur lover - 2 names joined by a heart. Txt LOVE NAMEspam NAME2 MOBNO eg LOVE ADAM EVE ham7spam23456789 to 87ham77 Yahoo! POBox365ham4W45WQ TxtNO 4 no ads spam5hamp
ham,I had a good time too. Its nice to do something a bit different with my weekends for a change. See ya soon
spam,"Got what it takes 2 take part in the WRC Rally in Oz? U can with Lucozade Energy! Text RALLY LE to 6spam2hamham (25p), see packs or lucozade.co.uk/wrc & itcould be u!"
ham,Not directly behind... Abt 4 rows behind u...
ham,Yes..gauti and sehwag out of odi series.
ham,If I get there before you after your ten billion calls and texts so help me god
ham,"What do u reckon as need 2 arrange transport if u can't do it, thanks"
ham,Hi its in durban are you still on this number
ham,Feel like trying kadeem again? :V
ham,Im at arestaurant eating squid! i will be out about spamham:3ham wanna dosomething or is that to late?
ham,Good Morning my Dear........... Have a great & successful day.
ham,"Sorry, I'll call later in meeting any thing related to trade please call Arul. &lt;#&gt; "
ham,I am taking half day leave bec i am not well
ham,Come aftr  &lt;DECIMAL&gt; ..now i m cleaning the house
ham,"Can you pls pls send me a mail on all you know about relatives coming to deliver here? All you know about costs, risks, benefits and anything else. Thanks."
ham,I cant pick the phone right now. Pls send a message
ham,"Nothing. I meant that once the money enters your account here, the bank will remove its flat rate. Someone transfered  #  to my account and  # dollars got removed. So the banks differ and charges also differ.be sure you trust the 9ja person you are sending account details to cos..."
ham,How do friends help us in problems? They give the most stupid suggestion that Lands us into another problem and helps us forgt the previous problem
ham,"Dear Sir,Salam Alaikkum.Pride and Pleasure meeting you today at the Tea Shop.We are pleased to send you our contact number at Qatar.Rakhesh an Indian.Pls save our Number.Respectful Regards."
spam,Camera - You are awarded a SiPix Digital Camera! call ham9ham6spam22spamham66 fromm landline. Delivery within 28 days.
ham,Sending you greetings of joy and happiness. Do have a gr8 evening
ham,"Sorry, I'll call later"
ham,U horrible gal... U knew dat i was going out wif him yest n u still come n ask me...
ham,Call to the number which is available in appointment. And ask to connect the call to waheed fathima.
ham,"Didn't try, g and I decided not to head out"
ham,Ok lor... Sony ericsson salesman... I ask shuhui then she say quite gd 2 use so i considering...
ham,If you're not in my car in an hour and a half I'm going apeshit
ham,Yeah we do totes. When u wanna?
spam,"URGENT! Your mobile was awarded a å£spam,5hamham Bonus Caller Prize on 27/6/ham3. Our final attempt 2 contact U! Call ham87spam47spam4hamspamspam"
ham,Back in brum! Thanks for putting us up and keeping us all and happy. See you soon 
ham,This is wishing you a great day. Moji told me about your offer and as always i was speechless. You offer so easily to go to great lengths on my behalf and its stunning. My exam is next friday. After that i will keep in touch more. Sorry.
ham,I can't make it tonight
ham,", ow u dey.i paid 6ham,4hamhamthousad.i told  u would call . "
ham,Its a part of checking IQ
ham,Can Ì_ call me at spamham:spamham to make sure dat i've woken up...
ham,Is that on the telly? No its Brdget Jones!
ham,"Ups which is 3days also, and the shipping company that takes 2wks. The other way is usps which takes a week but when it gets to lag you may have to bribe nipost to get your stuff."
spam,WOW! The Boys R Back. TAKE THAT 2hamham7 UK Tour. Win VIP Tickets & pre-book with VIP Club. Txt CLUB to 8spam3ham3. Trackmarque Ltd info@vipclub4u.
ham,Wake me up at  &lt;#&gt;  am morning:)
ham,K...k...when will you give treat?
ham,R u sure they'll understand that! Wine * good idea just had a slurp!
ham,I'm thinking that chennai forgot to come for auction..
ham,Let me know how to contact you. I've you settled in a room. Lets know you are ok.
ham,R u in this continent?
ham,Can you open the door?
ham,"Aight, we'll head out in a few"
ham,Yar he quite clever but aft many guesses lor. He got ask me 2 bring but i thk darren not so willing 2 go. Aiya they thk leona still not attach wat.
spam,Your B4U voucher w/c 27/ham3 is MARSMS. Log onto www.B4Utele.com for discount credit. To opt out reply stop. Customer care call ham87spam7spam68528
ham,Wat uniform? In where get?
ham,Hi its in durban are you still on this number
ham,No..its ful of song lyrics..
ham,"\HEY DAS COOL... IKNOW ALL 2 WELLDA PERIL OF STUDENTFINANCIAL CRISIS!SPK 2 U L8R.\"""""
spam,"URGENT!: Your Mobile No. was awarded a £2,hamhamham Bonus Caller Prize on ham2/ham9/ham3! This is our 2nd attempt to contact YOU! Call ham87spam-872-9755 BOX95QU"
ham,Come to medical college at 7pm ......forward it da
ham,"Looks like you found something to do other than smoke, great job!"
ham,My slave! I want you to take 2 or 3 pictures of yourself today in bright light on your cell phone! Bright light!
ham,"Geeee ... I miss you already, you know ? Your all I can think about. I can't wait till next year when we will be together ... *loving kiss*"
ham,So there's a ring that comes with the guys costumes. It's there so they can gift their future yowifes. Hint hint
ham,These won't do. Have to move on to morphine
ham,Wait 2 min..stand at bus stop
ham,Then why you not responding
ham,Then she buying today? ÌÏ no need to c meh...
ham,Your dad is back in ph?
ham,"Idk. You keep saying that you're not, but since he moved, we keep butting heads over freedom vs. responsibility. And i'm tired. I have so much other stuff to deal with that i'm barely keeping myself together once this gets added to it."
spam,Congrats! Nokia 365ham video camera phone is your Call ham9ham66382422 Calls cost spam5hamppm Ave call 3mins vary from mobiles spam6+ Close 3hamham6ham3 post BCM4284 Ldn WCspamN3XX
ham,I've reached home finally...
ham,"I know you are thinkin malaria. But relax, children cant handle malaria. She would have been worse and its gastroenteritis. If she takes enough to replace her loss her temp will reduce. And if you give her malaria meds now she will just vomit. Its a self limiting illness she has which means in a few days it will completely stop"
ham,He is there. You call and meet him
ham,I'll text now! All creepy like so he won't think that we forgot
spam,Todays Vodafone numbers ending with 4882 are selected to a receive a £35ham award. If your number matches call ham9ham64hamspam9hamspam4 to receive your £35ham award.
spam,"Someone U know has asked our dating service 2 contact you! Cant Guess who? CALL ham9ham58ham97spam89 NOW all will be revealed. POBox 6, LSspam5HB spam5hamp "
ham,"Babe ! How goes that day ? What are you doing ? Where are you ? I sip my cappuccino and think of you, my love ... I send a kiss to you from across the sea"
ham,Lol. Well quality aint bad at all so i aint complaining
ham,I want to sent  # mesages today. Thats y. Sorry if i hurts
spam,"Hi there, 2nights ur lucky night! Uve been invited 2 XCHAT, the Uks wildest chat! Txt CHAT to 86688 now! spam5hamp/MsgrcvdHG/Suite342/2Lands/Row/WspamJ6HL LDN spam8yrs"
ham,Dunno i juz askin cos i got a card got 2ham% off 4 a salon called hair sense so i tot it's da one u cut ur hair. 
ham,"Aight, you close by or still down around alex's place?"
ham,I will reach before ten morning
ham,I got it before the new year cos yetunde said she wanted to surprise you with it but when i didnt see money i returned it mid january before the  # day return period ended.
ham,Yes I know the cheesy songs from frosty the snowman :)
ham,Can you just come in for a sec? There's somebody here I want you to see
ham,"Actually fuck that, just do whatever, do find an excuse to be in tampa at some point before january though"
ham,Some of them told accenture is not confirm. Is it true.
ham,Mum ask u to buy food home...
ham,Well you told others you'd marry them...
spam,"U were outbid by simonwatson5spam2ham on the Shinco DVD Plyr. 2 bid again, visit sms. ac/smsrewards 2 end bid notifications, reply END OUT"
ham,Take care and sleep well.you need to learn to change in life.you only need to get CONVINCED on that.i will wait but no more conversations between us.GET CONVINCED by that time.Your family is over for you in many senses.respect them but not overemphasise.or u have no role in my life.
ham,I.ll get there tomorrow and send it to you
ham,"Right on brah, see you later"
ham,I've not sent it. He can send me.
ham,"A Boy loved a gal. He propsd bt she didnt mind. He gv lv lttrs, Bt her frnds threw thm. Again d boy decided 2 aproach d gal , dt time a truck was speeding towards d gal. Wn it was about 2 hit d girl,d boy ran like hell n saved her. She asked 'hw cn u run so fast?' D boy replied \Boost is d secret of my energy\"" n instantly d girl shouted \""our energy\"" n Thy lived happily 2gthr drinking boost evrydy Moral of d story:- I hv free msgs:D;): gud ni8"""
spam,We tried to contact you re your reply to our offer of 75ham mins spam5ham textand a new video phone call ham8hamham298889ham now or reply for free delivery tomorrow
ham,So how's scotland. Hope you are not over showing your JJC tendencies. Take care. Live the dream
ham,He's just gonna worry for nothing. And he won't give you money its no use.
ham,I sent them. Do you like?
ham,Are you happy baby ? Are you alright ? Did you take that job ? I hope your fine. I send you a kiss to make you smile from across the sea ... *kiss* *kiss*
ham,Hope you are not scared!
ham,I attended but nothing is there.
ham,"The house is on the water with a dock, a boat rolled up with a newscaster who dabbles in jazz flute behind the wheel"
ham,Hurry home. Soup is DONE!
spam,You are awarded a SiPix Digital Camera! call ham9ham6spam22spamham6spam from landline. Delivery within 28days. T Cs Boxspam77. M22spamBP. 2yr warranty. spam5hamppm. spam6 . p p£3.99
ham,I want to be there so i can kiss you and feel you next to me
ham,Ok lor thanx... u in school?
ham,"Hello, As per request from  #  Rs.5 has been transfered to you"
ham,I'm good. Have you registered to vote?
ham,I've reached home n i bathe liao... U can call me now...
ham,"Hey babe, sorry i didn't get sooner. Gary can come and fix it cause he thinks he knows what it is but he doesn't go as far a Ptbo and he says it will cost  #  bucks. I don't know if it might be cheaper to find someone there ? We don't have any second hand machines at all right now, let me know what you want to do babe"
ham,No probably  &lt;#&gt; %.
ham,Jus came back fr lunch wif my sis only. U leh?
ham,I'm aight. Wat's happening on your side.
ham,"Awesome, lemme know whenever you're around"
ham,Good night my dear.. Sleepwell&Take care
ham,Pls what's the full name of joke's school cos fees in university of florida seem to actually be  &lt;#&gt; k. Pls holla back
ham,"I'm not coming over, do whatever you want"
ham,Prepare to be pounded every night...
ham,Whom you waited for yesterday
spam,22 days to kick off! For Euro2hamham4 U will be kept up to date with the latest news and results daily. To be removed send GET TXT STOP to 83222
ham,It just seems like weird timing that the night that all you and g want is for me to come smoke is the same day as when a shitstorm is attributed to me always coming over and making everyone smoke
ham,Ya:)going for restaurant..
ham,Where @
ham,Draw va?i dont think so:)
ham,"Aight, I'll text you when I'm back"
ham,Call me when u're done...
ham,"Same here, but I consider walls and bunkers and important just because I never play on peaceful but I guess your place is high enough that it don't matter"
ham,THIS IS A LONG FUCKIN SHOWR
ham,"Beautiful Truth against Gravity.. Read carefully: \Our heart feels light when someone is in it.. But it feels very heavy when someone leaves it..\"" GOODMORNING"""
ham,Hi. || Do u want | to join me with sts later? || Meeting them at five. || Call u after class.
ham,Then u come n pick me at 53ham ar?
ham,Let me know if you need anything else. Salad or desert or something... How many beers shall i get?
ham,Dont think you need yellow card for uk travel. Ask someone that has gone before. If you do its just  &lt;#&gt; bucks
ham,Great! I shoot big loads so get ready!
ham,Hahaha..use your brain dear
ham,"Good FRIENDS CaRE for each Other.. CLoSE Friends UNDERSTaND each Other... and TRUE Friends STaY forever beyond words, beyond time. Gud ni8"
ham,I dont have i shall buy one dear
ham,Babe? You said 2 hours and it's been almost 4 ... Is your internet down ?
ham,Thanks honey but still haven't heard anything I will leave it a bit longer so not 2 crowd him and will try later - great advice thanks hope cardiff is still there!
ham,My uncles in Atlanta. Wish you guys a great semester.
ham,"Hurry up, I've been weed-deficient for like three days"
ham,Thanks for this hope you had a good day today
ham,Anything lor is she coming?
ham,"Yup. Anything lor, if u dun wan it's ok..."
spam,Do you want a new video handset? 75ham anytime any network mins? Half Price Line Rental? Camcorder? Reply or call ham8hamhamham93ham7ham5 for delivery tomorrow
ham, what number do u live at? Is it spamspam?
ham,"Good afternoon, my love. It was good to see your words on YM and get your tm. Very smart move, my slave ... *smiles* ... I drink my coffee and await you."
ham,Every day i use to sleep after  #  so only.
ham,No my mum went 2 dentist.
ham,S:-)if we have one good partnership going we will take lead:)
ham,He chickened out. He messaged me he would be late and woould buzz me and then I didn't hear a word from him
ham,PICK UR FONE UP NOW U DUMB?
ham,Ok but knackered. Just came home and went to sleep! Not good at this full time work lark.
ham,Ok . . now i am in bus. . If i come soon i will come otherwise tomorrow
ham,How r Ì_ going to send it to me?
ham,I'm ok wif it cos i like 2 try new things. But i scared u dun like mah. Cos u said not too loud.
ham,Guessin you ain't gonna be here before 9?
ham,Yup i'm elaborating on the safety aspects and some other issues..
ham,Hey! Congrats 2u2. id luv 2 but ive had 2 go home!
ham,O i played smash bros  #  religiously.
spam,U have a secret admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on ham9ham58ham94594
spam,Someone U know has asked our dating service 2 contact you! Cant Guess who? CALL ham9ham58ham9spam854 NOW all will be revealed. PO BOX385 M6 6WU
ham,The evo. I just had to download flash. Jealous?
ham,CHEERS U TEX MECAUSE U WEREBORED! YEAH OKDEN HUNNY R UIN WK SAT?SOUND’S LIKEYOUR HAVIN GR8FUN J! KEEP UPDAT COUNTINLOTS OF LOVEME XXXXX.
ham,Wah lucky man... Then can save money... Hee...
ham,"Beautiful Truth against Gravity.. Read carefully: \Our heart feels light when someone is in it.. But it feels very heavy when someone leaves it..\"" GOODMORNING"""
ham,Lol that's different. I don't go trying to find every real life photo you ever took.
ham,Hello madam how are you ?
ham,I'm really not up to it still tonight babe
spam,"YOU VE WON! Your 4* Costa Del Sol Holiday or £5hamhamham await collection. Call ham9ham5hamham9hamham44 Now toClaim. SAE, TC s, POBox334, Stockport, SK38xh, Cost£spam.5ham/pm, Maxspamhammins"
ham,Lmao you know me so well...
ham,\YEH I AM DEF UP4 SOMETHING SAT
ham,Wait 2 min..stand at bus stop
ham,Sent me ur email id soon
spam,WIN a year supply of CDs 4 a store of ur choice worth £5hamham & enter our £spamhamham Weekly draw txt MUSIC to 87ham66 Ts&Cs www.Ldew.com.subsspam6+spamwinspam5hamppmx3
ham,Still chance there. If you search hard you will get it..let have a try :)
ham,"Alright, I'll head out in a few minutes, text me where to meet you"
ham,I'm at work. Please call
ham,K.k.how is your business now?
ham,Oh for fuck's sake she's in like tallahassee
ham,Juz now havent woke up so a bit blur blur... Can? Dad went out liao... I cant cum now oso...
ham,And I don't plan on staying the night but I prolly won't be back til late
ham,"Night has ended for another day, morning has come in a special way. May you smile like the sunny rays and leaves your worries at the blue blue bay."
ham,3 pa but not selected.
ham,Change again... It's e one next to escalator...
ham,I was about to do it when i texted. I finished a long time ago and showered and er'ything!
ham,"Sorry, I'll call later"
ham,Please attend the phone:)
ham,Any chance you might have had with me evaporated as soon as you violated my privacy by stealing my phone number from your employer's paperwork. Not cool at all. Please do not contact me again or I will report you to your supervisor.
ham,"Dear all, as we know  # th is the  # th birthday of our loving Gopalettan. We are planning to give a small gift on that day. Those who like to participate in that you are welcome. Please contact our admin team for more details"
ham,"It€˜s reassuring, in this crazy world."
ham,Just sent it. So what type of food do you like?
ham,Do you still have the grinder?
ham,Sir send to group mail check it.
ham,Did he just say somebody is named tampa
ham,Are you not around or just still asleep? :V
ham,"I'll get there at 3, unless you guys want me to come some time sooner"
ham,cud u tell ppl im gona b a bit l8 cos 2 buses hav gon past cos they were full & im still waitin 4 spam. Pete x
ham,Lol ... I really need to remember to eat when I'm drinking but I do appreciate you keeping me company that night babe *smiles*
spam,"complimentary 4 STAR Ibiza Holiday or å£spamham,hamhamham cash needs your URGENT collection. ham9ham66364349 NOW from Landline not to lose out! Box434SK38WPspam5hamPPMspam8+"
ham,K still are you loving me.
ham,Life style garments account no please.
ham,I meant middle left or right?
ham,Then she dun believe wat?
ham,Also that chat was awesome but don't make it regular unless you can see her in person
ham,"I'm in a meeting, call me later at"
ham,I'm job profile seems like bpo..
ham,Yup no more already... Thanx 4 printing n handing it up.
ham,"Yo, call me when you get the chance, a friend of mine wanted me to ask you about a big order"
ham,Are you free now?can i call now?
ham,"Good afternoon, babe. How goes that day ? Any job prospects yet ? I miss you, my love ... *sighs* ... :-("
ham,Armand says get your ass over to epsilon
ham,"Rose for red,red for blood,blood for heart,heart for u. But u for me.... Send tis to all ur friends.. Including me.. If u like me.. If u get back, spam-u r poor in relation! 2-u need some spam to support 3-u r frnd 2 many 4-somespam luvs u 5+- somespam is praying god to marry u.:-) try it...."
ham,What you doing?how are you?
ham,Was it something u ate?
ham,You know what hook up means right?
ham,"Cool, text me when you're ready"
ham,"Hurry up, I've been weed-deficient for like three days"
ham,Jokin only lar... :-) depends on which phone my father can get lor...
ham,CHEERS LOU! YEAH WAS A GOODNITE SHAME U NEVA CAME! C YA GAILxx
ham,It took Mr owl 3 licks
spam,Todays Vodafone numbers ending with 4882 are selected to a receive a å£35ham award. If your number matches call ham9ham64hamspam9hamspam4 to receive your å£35ham award.
spam,You can donate £2.5ham to UNICEF's Asian Tsunami disaster support fund by texting DONATE to 864233. £2.5ham will be added to your next bill
ham,Gibbs unsold.mike hussey
spam,"Free entry to the gr8prizes wkly comp 4 a chance to win the latest Nokia 88hamham, PSP or å£25ham cash every wk.TXT GREAT to 8ham878 http//www.gr8prizes.com ham87spam57ham5ham22"
ham,"IåÕm cool ta luv but v.tired 2 cause i have been doin loads of planning all wk, we have got our social services inspection at the nursery! Take care & spk sn x."
ham,I like cheap! But i‰Û÷m happy to splash out on the wine if it makes you feel better..
ham,Nope wif my sis lor... Aft bathing my dog then i can bathe... Looks like it's going 2 rain soon.
ham,Can i meet Ì_ at 5.. As 4 where depends on where Ì_ wan 2 in lor..
ham,Nah dub but je still buff
ham,"Do whatever you want. You know what the rules are. We had a talk earlier this week about what had to start happening, you showing responsibility. Yet, every week it's can i bend the rule this way? What about that way? Do whatever. I'm tired of having thia same argument with you every week. And a  #  movie DOESNT inlude the previews. You're still getting in after spam."
spam,"Hungry gay guys feeling hungry and up 4 it, now. Call ham87spam873ham555 just spamhamp/min. To stop texts call ham87spam246ham324 (spamhamp/min)"
spam,XMAS iscoming & ur awarded either £5hamham CD gift vouchers & free entry 2 r £spamhamham weekly draw txt MUSIC to 87ham66 TnC www.Ldew.comspamwinspam5hamppmx3agespam6subscription 
ham,Hi missed your Call and my mumHas beendropping red wine all over theplace! what is your adress?
ham,Ok i go change also...
ham,There are some nice pubs near here or there is Frankie n Bennys near the warner cinema?
ham,Well thats nice. Too bad i cant eat it
spam,Do you want a NEW video phone75ham anytime any network mins spam5ham text for only five pounds per week call ham8hamhamham77632ham now or reply for delivery tomorrow
ham,There are some nice pubs near here or there is Frankie n Bennys near the warner cinema?
ham,Its not the same here. Still looking for a job. How much do Ta's earn there.
spam,You will be receiving this week's Triple Echo ringtone shortly. Enjoy it!
spam,"Thanks for your ringtone order, reference number X49. Your mobile will be charged 4.5ham. Should your tone not arrive please call customer services ham9ham65989spam82. From: [colour=red]text[/colour]TXTstar"
ham,"Aight, I'll hit you up when I get some cash"
ham,Wishing you and your family Merry X mas and HAPPY NEW Year in advance..
ham,How much are we getting?
ham,I was at bugis juz now wat... But now i'm walking home oredi... ÌÏ so late then reply... I oso saw a top dat i like but din buy... Where r Ì_ now? 
spam,"Loan for any purpose £5hamham - £75,hamhamham. Homeowners + Tenants welcome. Have you been previously refused? We can still help. Call Free ham8hamham spam956669 or text back 'help'"
ham,"Friendship is not a game to play, It is not a word to say, It doesn\'t start on March and ends on May, It is tomorrow, yesterday, today and e"
ham,"Hi frnd, which is best way to avoid missunderstding wit our beloved one's?"
ham,"Hey babe, my friend had to cancel, still up for a visit ?"
ham,Wishing you a beautiful day. Each moment revealing even more things to keep you smiling. Do enjoy it.
ham,"Yo, I'm at my parents' gettin cash. Good news: we picked up a downstem"
ham,Good morning pookie pie! Lol hope I didn't wake u up
ham,Nope i'll come online now..
spam,"Romantic Paris. 2 nights, 2 flights from £79 Book now 4 next year. Call ham87ham443968hamTs&Cs apply."
ham,Got it! It looks scrumptious... daddy wants to eat you all night long!
spam,PRIVATE! Your 2hamham4 Account Statement for ham78498****7 shows 786 unredeemed Bonus Points. To claim call ham87spam9spam8ham2spam9 Identifier Code: 45239 Expires ham6.ham5.ham5
spam,Urgent! Please call ham9ham6spam2spam3237 from a landline. å£5hamhamham cash or a 4* holiday await collection. T &Cs SAE PO Box spam77 M227XY. spam6+
ham,You will be in the place of that man
spam,FREE for spamst week! Nospam Nokia tone 4 ur mobile every week just txt NOKIA to 8ham77 Get txting and tell ur mates. www.getzed.co.uk POBox 365ham4 W45WQ spam6+ normspam5hamp/tone
ham,Lol enjoy role playing much?
ham,I am in hospital da. . I will return home in evening
ham,Omg you can make a wedding chapel in frontierville? Why do they get all the good stuff?
ham,What you need. You have a person to give na.
ham,Well I wasn't available as I washob nobbing with last night so they had to ask Nickey Platt instead of me!;
ham,So when do you wanna gym harri
spam,Ur cash-balance is currently 5hamham pounds - to maximize ur cash-in now send CASH to 86688 only spam5hamp/msg. CC: ham87spam872ham2hamspam PO BOX spamspam4/spam4 TCR/Wspam
spam,Congratulations ur awarded either £5hamham of CD gift vouchers & Free entry 2 our £spamhamham weekly draw txt MUSIC to 87ham66 TnCs www.Ldew.com spam winspam5hamppmx3agespam6
spam,+spam23 Congratulations - in this week's competition draw u have won the £spam45ham prize to claim just call ham9ham5hamhamham23spamspam b428ham7ham3. T&Cs/stop SMS ham87spam8727868. Over spam8 only spam5hamppm
ham,"I hope your alright babe? I worry that you might have felt a bit desparate when you learned the job was a fake ? I am here waiting when you come back, my love"
ham,Awww dat is sweet! We can think of something to do he he! Have a nice time tonight ill probably txt u later cos im lonely :( xxx.
ham,Dear got train and seat mine lower seat
ham,"I'll see, but prolly yeah"
ham,Prepare to be pleasured :)
ham,"Wen ur lovable bcums angry wid u, dnt take it seriously.. Coz being angry is d most childish n true way of showing deep affection, care n luv!.. kettoda manda... Have nice day da."
ham,Wat time u finish?
ham,Really... I tot ur paper ended long ago... But wat u copied jus now got use? U happy lar... I still haf 2 study :-(
ham,You intrepid duo you! Have a great time and see you both soon. 
ham,Done it but internet connection v slow and can€˜t send it. Will try again later or first thing tomo.
ham,Yeah like if it goes like it did with my friends imma flip out in like half an hour
spam,We tried to contact you re our offer of New Video Phone 75ham anytime any network mins HALF PRICE Rental camcorder call ham8hamhamham93ham7ham5 or reply for delivery Wed
spam,"URGENT! You have won a spam week FREE membership in our £spamhamham,hamhamham Prize Jackpot! Txt the word: CLAIM to No: 8spamhamspamham T&C www.dbuk.net LCCLTD POBOX 44ham3LDNWspamA7RWspam8"
ham,"Dear friends, sorry for the late information. Today is the birthday of our loving Ar.Praveesh. for more details log on to face book and see. Its his number + &lt;#&gt; . Dont miss a delicious treat."
ham,I know you are serving. I mean what are you doing now.
spam,"Eerie Nokia tones 4u, rply TONE TITLE to 8hamham7 eg TONE DRACULA to 8hamham7 Titles: GHOST, ADDAMSFA, MUNSTERS, EXORCIST, TWILIGHT www.getzed.co.uk POBox365ham4W45WQ spam5hamp"
ham,Then what about further plan?
ham,"sir, you will receive the account no another spamhr time. Sorry for the delay."
ham,"Maybe westshore or hyde park village, the place near my house?"
ham,"[...] anyway, many good evenings to u! s"
ham,IM GONNAMISSU SO MUCH!!I WOULD SAY IL SEND U A POSTCARD BUTTHERES ABOUTAS MUCH CHANCE OF MEREMEMBERIN ASTHERE IS OFSI NOT BREAKIN HIS CONTRACT!! LUV Yaxx
ham,"Yeah there's barely enough room for the two of us, x has too many fucking shoes. Sorry man, see you later"
ham,if you aren't here in the next  &lt;#&gt;  hours imma flip my shit
ham,K..k:)where are you?how did you performed?
ham,"Love isn't a decision, it's a feeling. If we could decide who to love, then, life would be much simpler, but then less magical"
ham,"Fuck babe ... I miss you already, you know ? Can't you let me send you some money towards your net ? I need you ... I want you ... I crave you ..."
ham,Jay says that you're a double-faggot
ham,"Dont pack what you can buy at any store.like cereals. If you must pack food, pack gari or something 9ja that you will miss."
ham,But you dint in touch with me.
ham,K..k..i'm also fine:)when will you complete the course?
ham,Mathews or tait or edwards or anderson
ham,Wat so late still early mah. Or we juz go 4 dinner lor. Aiya i dunno...
ham,"No, I was trying it all weekend ;V"
